x,t,value
0.010101,0.08,0.00244152
0.010101,0.081,0.00244152
0.010101,0.082,0.00244152
0.010101,0.083,0.00244152
0.010101,0.084,0.00244152
0.010101,0.085,0.00244152
0.010101,0.086,0.00244152
0.010101,0.087,0.00244152
0.010101,0.088,0.00244152
0.010101,0.089,0.00244152
0.010101,0.09,0.00244152
0.010101,0.091,0.00244152
0.010101,0.092,0.00244152
0.010101,0.093,0.00244152
0.010101,0.094,0.00244152
0.010101,0.095,0.00244152
0.010101,0.096,0.00244152
0.010101,0.097,0.00244152
0.010101,0.098,0.00244152
0.010101,0.099,0.00244152
0.010101,0.1,0.00244152
0.010101,0.101,0.00244152
0.010101,0.102,0.00244152
0.010101,0.103,0.00244152
0.010101,0.104,0.00244152
0.010101,0.105,0.00244152
0.010101,0.106,0.00244152
0.010101,0.107,0.00244152
0.010101,0.108,0.00244152
0.010101,0.109,0.00244152
0.010101,0.11,0.00244152
0.010101,0.111,0.00244152
0.010101,0.112,0.00244152
0.010101,0.113,0.00244152
0.010101,0.114,0.00244152
0.010101,0.115,0.00244152
0.010101,0.116,0.00244152
0.010101,0.117,0.00244152
0.010101,0.118,0.00244152
0.010101,0.119,0.00244152
0.010101,0.12,0.00244152
0.010101,0.121,0.00244152
0.010101,0.122,0.00244152
0.010101,0.123,0.00244152
0.010101,0.124,0.00244152
0.010101,0.125,0.00244152
0.010101,0.126,0.00244152
0.010101,0.127,0.00244152
0.010101,0.128,0.00244152
0.010101,0.129,0.00244152
0.010101,0.13,0.00244152
0.010101,0.131,0.00244152
0.010101,0.132,0.00244152
0.010101,0.133,0.00244152
0.010101,0.134,0.00244152
0.010101,0.135,0.00244152
0.010101,0.136,0.00244152
0.010101,0.137,0.00244152
0.010101,0.138,0.00244152
0.010101,0.139,0.00244152
0.010101,0.14,0.00244152
0.010101,0.141,0.00244152
0.010101,0.142,0.00244152
0.010101,0.143,0.00244152
0.010101,0.144,0.00244152
0.010101,0.145,0.00244152
0.010101,0.146,0.00244152
0.010101,0.147,0.00244152
0.010101,0.148,0.00244152
0.010101,0.149,0.00244152
0.010101,0.15,0.00244152
0.020202,0.001,0.00244152
0.020202,0.002,0.00244152
0.020202,0.003,0.00244152
0.020202,0.004,0.00244152
0.020202,0.005,0.00244152
0.020202,0.006,0.00244152
0.020202,0.007,0.00244152
0.020202,0.008,0.00244152
0.020202,0.009,0.00244152
0.020202,0.01,0.00244152
0.020202,0.011,0.00244152
0.020202,0.012,0.00244152
0.020202,0.013,0.00244152
0.020202,0.014,0.00244152
0.020202,0.015,0.00244152
0.020202,0.016,0.00244152
0.020202,0.017,0.00244152
0.020202,0.018,0.00244152
0.020202,0.019,0.00244152
0.020202,0.02,0.00244152
0.020202,0.021,0.00244152
0.020202,0.022,0.00244152
0.020202,0.023,0.00244152
0.020202,0.024,0.00244152
0.020202,0.025,0.00244152
0.020202,0.026,0.00244152
0.020202,0.027,0.00244152
0.020202,0.028,0.00244152
0.020202,0.029,0.00244152
0.020202,0.03,0.00244152
0.020202,0.031,0.00244152
0.020202,0.032,0.00244152
0.020202,0.033,0.00244152
0.020202,0.034,0.00244152
0.020202,0.035,0.00244152
0.020202,0.036,0.00244152
0.020202,0.037,0.00244152
0.020202,0.038,0.00244152
0.020202,0.039,0.00244152
0.020202,0.04,0.00244152
0.020202,0.041,0.00244152
0.020202,0.042,0.00244152
0.020202,0.043,0.00244152
0.020202,0.044,0.00244152
0.020202,0.045,0.00244152
0.020202,0.046,0.00244152
0.020202,0.047,0.00244152
0.020202,0.048,0.00244152
0.020202,0.049,0.00244152
0.020202,0.05,0.00244152
0.020202,0.051,0.00244152
0.020202,0.052,0.00244152
0.020202,0.053,0.00244152
0.020202,0.054,0.00244152
0.020202,0.055,0.00244152
0.020202,0.056,0.00244152
0.020202,0.057,0.00244152
0.020202,0.058,0.00244152
0.020202,0.059,0.00244152
0.020202,0.06,0.00244152
0.020202,0.061,0.00244152
0.020202,0.062,0.00244152
0.020202,0.063,0.00244152
0.020202,0.064,0.00244152
0.020202,0.065,0.00244152
0.020202,0.066,0.00244152
0.020202,0.067,0.00244152
0.020202,0.068,0.00244152
0.020202,0.069,0.00244152
0.020202,0.07,0.00244152
0.020202,0.071,0.00244152
0.020202,0.072,0.00244152
0.020202,0.073,0.00244152
0.020202,0.074,0.00244152
0.020202,0.075,0.00244152
0.020202,0.076,0.00244152
0.020202,0.077,0.00244152
0.020202,0.078,0.00244152
0.020202,0.079,0.00244152
0.020202,0.08,0.00244152
0.020202,0.081,0.00244152
0.020202,0.082,0.00244152
0.020202,0.083,0.00244152
0.020202,0.084,0.00244152
0.020202,0.085,0.00244152
0.020202,0.086,0.00244152
0.020202,0.087,0.00244152
0.020202,0.088,0.00244152
0.020202,0.089,0.00244152
0.020202,0.09,0.00244152
0.020202,0.091,0.00244152
0.020202,0.092,0.00244152
0.020202,0.093,0.00244152
0.020202,0.094,0.00244152
0.020202,0.095,0.00244152
0.020202,0.096,0.00244152
0.020202,0.097,0.00244152
0.020202,0.098,0.00244152
0.020202,0.099,0.00244152
0.020202,0.1,0.00244152
0.020202,0.101,0.00244152
0.020202,0.102,0.00244152
0.020202,0.103,0.00244152
0.020202,0.104,0.00244152
0.020202,0.105,0.00244152
0.020202,0.106,0.00244152
0.020202,0.107,0.00244152
0.020202,0.108,0.00244152
0.020202,0.109,0.00244152
0.020202,0.11,0.00244152
0.020202,0.111,0.00244152
0.020202,0.112,0.00244152
0.020202,0.113,0.00244152
0.020202,0.114,0.00244152
0.020202,0.115,0.00244152
0.020202,0.116,0.00244152
0.020202,0.117,0.00244152
0.020202,0.118,0.00244152
0.020202,0.119,0.00244152
0.020202,0.12,0.00244152
0.020202,0.121,0.00244152
0.020202,0.122,0.00244152
0.020202,0.123,0.00244152
0.020202,0.124,0.00244152
0.020202,0.125,0.00244152
0.020202,0.126,0.00244152
0.020202,0.127,0.00244152
0.020202,0.128,0.00244152
0.020202,0.129,0.00244152
0.020202,0.13,0.00244152
0.020202,0.131,0.00244152
0.020202,0.132,0.00244152
0.020202,0.133,0.00244152
0.020202,0.134,0.00244152
0.020202,0.135,0.00244152
0.020202,0.136,0.00244152
0.020202,0.137,0.00244152
0.020202,0.138,0.00244152
0.020202,0.139,0.00244152
0.020202,0.14,0.00244152
0.020202,0.141,0.00244152
0.020202,0.142,0.00244152
0.020202,0.143,0.00244152
0.020202,0.144,0.00244152
0.020202,0.145,0.00244152
0.020202,0.146,0.00244152
0.020202,0.147,0.00244152
0.020202,0.148,0.00244152
0.020202,0.149,0.00244152
0.020202,0.15,0.00244152
0.030303,0.001,0.00244152
0.030303,0.002,0.00244152
0.030303,0.003,0.00244152
0.030303,0.004,0.00244152
0.030303,0.005,0.00244152
0.030303,0.006,0.00244152
0.030303,0.007,0.00244152
0.030303,0.008,0.00244152
0.030303,0.009,0.00244152
0.030303,0.01,0.00244152
0.030303,0.011,0.00244152
0.030303,0.012,0.00244152
0.030303,0.013,0.00244152
0.030303,0.014,0.00244152
0.030303,0.015,0.00244152
0.030303,0.016,0.00244152
0.030303,0.017,0.00244152
0.030303,0.018,0.00244152
0.030303,0.019,0.00244152
0.030303,0.02,0.00244152
0.030303,0.021,0.00244152
0.030303,0.022,0.00244152
0.030303,0.023,0.00244152
0.030303,0.024,0.00244152
0.030303,0.025,0.00244152
0.030303,0.026,0.00244152
0.030303,0.027,0.00244152
0.030303,0.028,0.00244152
0.030303,0.029,0.00244152
0.030303,0.03,0.00244152
0.030303,0.031,0.00244152
0.030303,0.032,0.00244152
0.030303,0.033,0.00244152
0.030303,0.034,0.00244152
0.030303,0.035,0.00244152
0.030303,0.036,0.00244152
0.030303,0.037,0.00244152
0.030303,0.038,0.00244152
0.030303,0.039,0.00244152
0.030303,0.04,0.00244152
0.030303,0.041,0.00244152
0.030303,0.042,0.00244152
0.030303,0.043,0.00244152
0.030303,0.044,0.00244152
0.030303,0.045,0.00244152
0.030303,0.046,0.00244152
0.030303,0.047,0.00244152
0.030303,0.048,0.00244152
0.030303,0.049,0.00244152
0.030303,0.05,0.00244152
0.030303,0.051,0.00244152
0.030303,0.052,0.00244152
0.030303,0.053,0.00244152
0.030303,0.054,0.00244152
0.030303,0.055,0.00244152
0.030303,0.056,0.00244152
0.030303,0.057,0.00244152
0.030303,0.058,0.00244152
0.030303,0.059,0.00244152
0.030303,0.06,0.00244152
0.030303,0.061,0.00244152
0.030303,0.062,0.00244152
0.030303,0.063,0.00244152
0.030303,0.064,0.00244152
0.030303,0.065,0.00244152
0.030303,0.066,0.00244152
0.030303,0.067,0.00244152
0.030303,0.068,0.00244152
0.030303,0.069,0.00244152
0.030303,0.07,0.00244152
0.030303,0.071,0.00244152
0.030303,0.072,0.00244152
0.030303,0.073,0.00244152
0.030303,0.074,0.00244152
0.030303,0.075,0.00244152
0.030303,0.076,0.00244152
0.030303,0.077,0.00244152
0.030303,0.078,0.00244152
0.030303,0.079,0.00244152
0.030303,0.08,0.00244152
0.030303,0.081,0.00244152
0.030303,0.082,0.00244152
0.030303,0.083,0.00244152
0.030303,0.084,0.00244152
0.030303,0.085,0.00244152
0.030303,0.086,0.00244152
0.030303,0.087,0.00244152
0.030303,0.088,0.00244152
0.030303,0.089,0.00244152
0.030303,0.09,0.00244152
0.030303,0.091,0.00244152
0.030303,0.092,0.00244152
0.030303,0.093,0.00244152
0.030303,0.094,0.00244152
0.030303,0.095,0.00244152
0.030303,0.096,0.00244152
0.030303,0.097,0.00244152
0.030303,0.098,0.00244152
0.030303,0.099,0.00244152
0.030303,0.1,0.00244152
0.030303,0.101,0.00244152
0.030303,0.102,0.00244152
0.030303,0.103,0.00244152
0.030303,0.104,0.00244152
0.030303,0.105,0.00244152
0.030303,0.106,0.00244152
0.030303,0.107,0.00244152
0.030303,0.108,0.00244152
0.030303,0.109,0.00244152
0.030303,0.11,0.00244152
0.030303,0.111,0.00244152
0.030303,0.112,0.00244152
0.030303,0.113,0.00244152
0.030303,0.114,0.00244152
0.030303,0.115,0.00244152
0.030303,0.116,0.00244152
0.030303,0.117,0.00244152
0.030303,0.118,0.00244152
0.030303,0.119,0.00244152
0.030303,0.12,0.00244152
0.030303,0.121,0.00244152
0.030303,0.122,0.00244152
0.030303,0.123,0.00244152
0.030303,0.124,0.00244152
0.030303,0.125,0.00244152
0.030303,0.126,0.00244152
0.030303,0.127,0.00244152
0.030303,0.128,0.00244152
0.030303,0.129,0.00244152
0.030303,0.13,0.00244152
0.030303,0.131,0.00244152
0.030303,0.132,0.00244152
0.030303,0.133,0.00244152
0.030303,0.134,0.00244152
0.030303,0.135,0.00244152
0.030303,0.136,0.00244152
0.030303,0.137,0.00244152
0.030303,0.138,0.00244152
0.030303,0.139,0.00244152
0.030303,0.14,0.00244152
0.030303,0.141,0.00244152
0.030303,0.142,0.00244152
0.030303,0.143,0.00244152
0.030303,0.144,0.00244152
0.030303,0.145,0.00244152
0.030303,0.146,0.00244152
0.030303,0.147,0.00244152
0.030303,0.148,0.00244152
0.030303,0.149,0.00244152
0.030303,0.15,0.00244152
0.040404,0.001,0.00244152
0.040404,0.002,0.00244152
0.040404,0.003,0.00244152
0.040404,0.004,0.00244152
0.040404,0.005,0.00244152
0.040404,0.006,0.00244152
0.040404,0.007,0.00244152
0.040404,0.008,0.00244152
0.040404,0.009,0.00244152
0.040404,0.01,0.00244152
0.040404,0.011,0.00244152
0.040404,0.012,0.00244152
0.040404,0.013,0.00244152
0.040404,0.014,0.00244152
0.040404,0.015,0.00244152
0.040404,0.016,0.00244152
0.040404,0.017,0.00244152
0.040404,0.018,0.00244152
0.040404,0.019,0.00244152
0.040404,0.02,0.00244152
0.040404,0.021,0.00244152
0.040404,0.022,0.00244152
0.040404,0.023,0.00244152
0.040404,0.024,0.00244152
0.040404,0.025,0.00244152
0.040404,0.026,0.00244152
0.040404,0.027,0.00244152
0.040404,0.028,0.00244152
0.040404,0.029,0.00244152
0.040404,0.03,0.00244152
0.040404,0.031,0.00244152
0.040404,0.032,0.00244152
0.040404,0.033,0.00244152
0.040404,0.034,0.00244152
0.040404,0.035,0.00244152
0.040404,0.036,0.00244152
0.040404,0.037,0.00244152
0.040404,0.038,0.00244152
0.040404,0.039,0.00244152
0.040404,0.04,0.00244152
0.040404,0.041,0.00244152
0.040404,0.042,0.00244152
0.040404,0.043,0.00244152
0.040404,0.044,0.00244152
0.040404,0.045,0.00244152
0.040404,0.046,0.00244152
0.040404,0.047,0.00244152
0.040404,0.048,0.00244152
0.040404,0.049,0.00244152
0.040404,0.05,0.00244152
0.040404,0.051,0.00244152
0.040404,0.052,0.00244152
0.040404,0.053,0.00244152
0.040404,0.054,0.00244152
0.040404,0.055,0.00244152
0.040404,0.056,0.00244152
0.040404,0.057,0.00244152
0.040404,0.058,0.00244152
0.040404,0.059,0.00244152
0.040404,0.06,0.00244152
0.040404,0.061,0.00244152
0.040404,0.062,0.00244152
0.040404,0.063,0.00244152
0.040404,0.064,0.00244152
0.040404,0.065,0.00244152
0.040404,0.066,0.00244152
0.040404,0.067,0.00244152
0.040404,0.068,0.00244152
0.040404,0.069,0.00244152
0.040404,0.07,0.00244152
0.040404,0.071,0.00244152
0.040404,0.072,0.00244152
0.040404,0.073,0.00244152
0.040404,0.074,0.00244152
0.040404,0.075,0.00244152
0.040404,0.076,0.00244152
0.040404,0.077,0.00244152
0.040404,0.078,0.00244152
0.040404,0.079,0.00244152
0.040404,0.08,0.00244152
0.040404,0.081,0.00244152
0.040404,0.082,0.00244152
0.040404,0.083,0.00244152
0.040404,0.084,0.00244152
0.040404,0.085,0.00244152
0.040404,0.086,0.00244152
0.040404,0.087,0.00244152
0.040404,0.088,0.00244152
0.040404,0.089,0.00244152
0.040404,0.09,0.00244152
0.040404,0.091,0.00244152
0.040404,0.092,0.00244152
0.040404,0.093,0.00244152
0.040404,0.094,0.00244152
0.040404,0.095,0.00244152
0.040404,0.096,0.00244152
0.040404,0.097,0.00244152
0.040404,0.098,0.00244152
0.040404,0.099,0.00244152
0.040404,0.1,0.00244152
0.040404,0.101,0.00244152
0.040404,0.102,0.00244152
0.040404,0.103,0.00244152
0.040404,0.104,0.00244152
0.040404,0.105,0.00244152
0.040404,0.106,0.00244152
0.040404,0.107,0.00244152
0.040404,0.108,0.00244152
0.040404,0.109,0.00244152
0.040404,0.11,0.00244152
0.040404,0.111,0.00244152
0.040404,0.112,0.00244152
0.040404,0.113,0.00244152
0.040404,0.114,0.00244152
0.040404,0.115,0.00244152
0.040404,0.116,0.00244152
0.040404,0.117,0.00244152
0.040404,0.118,0.00244152
0.040404,0.119,0.00244152
0.040404,0.12,0.00244152
0.040404,0.121,0.00244152
0.040404,0.122,0.00244152
0.040404,0.123,0.00244152
0.040404,0.124,0.00244152
0.040404,0.125,0.00244152
0.040404,0.126,0.00244152
0.040404,0.127,0.00244152
0.040404,0.128,0.00244152
0.040404,0.129,0.00244152
0.040404,0.13,0.00244152
0.040404,0.131,0.00244152
0.040404,0.132,0.00244152
0.040404,0.133,0.00244152
0.040404,0.134,0.00244152
0.040404,0.135,0.00244152
0.040404,0.136,0.00244152
0.040404,0.137,0.00244152
0.040404,0.138,0.00244152
0.040404,0.139,0.00244152
0.040404,0.14,0.00244152
0.040404,0.141,0.00244152
0.040404,0.142,0.00244152
0.040404,0.143,0.00244152
0.040404,0.144,0.00244152
0.040404,0.145,0.00244152
0.040404,0.146,0.00244152
0.040404,0.147,0.00244152
0.040404,0.148,0.00244152
0.040404,0.149,0.00244152
0.040404,0.15,0.00244152
0.050505,0.001,0.00244152
0.050505,0.002,0.00244152
0.050505,0.003,0.00244152
0.050505,0.004,0.00244152
0.050505,0.005,0.00244152
0.050505,0.006,0.00244152
0.050505,0.007,0.00244152
0.050505,0.008,0.00244152
0.050505,0.009,0.00244152
0.050505,0.01,0.00244152
0.050505,0.011,0.00244152
0.050505,0.012,0.00244152
0.050505,0.013,0.00244152
0.050505,0.014,0.00244152
0.050505,0.015,0.00244152
0.050505,0.016,0.00244152
0.050505,0.017,0.00244152
0.050505,0.018,0.00244152
0.050505,0.019,0.00244152
0.050505,0.02,0.00244152
0.050505,0.021,0.00244152
0.050505,0.022,0.00244152
0.050505,0.023,0.00244152
0.050505,0.024,0.00244152
0.050505,0.025,0.00244152
0.050505,0.026,0.00244152
0.050505,0.027,0.00244152
0.050505,0.028,0.00244152
0.050505,0.029,0.00244152
0.050505,0.03,0.00244152
0.050505,0.031,0.00244152
0.050505,0.032,0.00244152
0.050505,0.033,0.00244152
0.050505,0.034,0.00244152
0.050505,0.035,0.00244152
0.050505,0.036,0.00244152
0.050505,0.037,0.00244152
0.050505,0.038,0.00244152
0.050505,0.039,0.00244152
0.050505,0.04,0.00244152
0.050505,0.041,0.00244152
0.050505,0.042,0.00244152
0.050505,0.043,0.00244152
0.050505,0.044,0.00244152
0.050505,0.045,0.00244152
0.050505,0.046,0.00244152
0.050505,0.047,0.00244152
0.050505,0.048,0.00244152
0.050505,0.049,0.00244152
0.050505,0.05,0.00244152
0.050505,0.051,0.00244152
0.050505,0.052,0.00244152
0.050505,0.053,0.00244152
0.050505,0.054,0.00244152
0.050505,0.055,0.00244152
0.050505,0.056,0.00244152
0.050505,0.057,0.00244152
0.050505,0.058,0.00244152
0.050505,0.059,0.00244152
0.050505,0.06,0.00244152
0.050505,0.061,0.00244152
0.050505,0.062,0.00244152
0.050505,0.063,0.00244152
0.050505,0.064,0.00244152
0.050505,0.065,0.00244152
0.050505,0.066,0.00244152
0.050505,0.067,0.00244152
0.050505,0.068,0.00244152
0.050505,0.069,0.00244152
0.050505,0.07,0.00244152
0.050505,0.071,0.00244152
0.050505,0.072,0.00244152
0.050505,0.073,0.00244152
0.050505,0.074,0.00244152
0.050505,0.075,0.00244152
0.050505,0.076,0.00244152
0.050505,0.077,0.00244152
0.050505,0.078,0.00244152
0.050505,0.079,0.00244152
0.050505,0.08,0.00244152
0.050505,0.081,0.00244152
0.050505,0.082,0.00244152
0.050505,0.083,0.00244152
0.050505,0.084,0.00244152
0.050505,0.085,0.00244152
0.050505,0.086,0.00244152
0.050505,0.087,0.00244152
0.050505,0.088,0.00244152
0.050505,0.089,0.00244152
0.050505,0.09,0.00244152
0.050505,0.091,0.00244152
0.050505,0.092,0.00244152
0.050505,0.093,0.00244152
0.050505,0.094,0.00244152
0.050505,0.095,0.00244152
0.050505,0.096,0.00244152
0.050505,0.097,0.00244152
0.050505,0.098,0.00244152
0.050505,0.099,0.00244152
0.050505,0.1,0.00244152
0.050505,0.101,0.00244152
0.050505,0.102,0.00244152
0.050505,0.103,0.00244152
0.050505,0.104,0.00244152
0.050505,0.105,0.00244152
0.050505,0.106,0.00244152
0.050505,0.107,0.00244152
0.050505,0.108,0.00244152
0.050505,0.109,0.00244152
0.050505,0.11,0.00244152
0.050505,0.111,0.00244152
0.050505,0.112,0.00244152
0.050505,0.113,0.00244152
0.050505,0.114,0.00244152
0.050505,0.115,0.00244152
0.050505,0.116,0.00244152
0.050505,0.117,0.00244152
0.050505,0.118,0.00244152
0.050505,0.119,0.00244152
0.050505,0.12,0.00244152
0.050505,0.121,0.00244152
0.050505,0.122,0.00244152
0.050505,0.123,0.00244152
0.050505,0.124,0.00244152
0.050505,0.125,0.00244152
0.050505,0.126,0.00244152
0.050505,0.127,0.00244152
0.050505,0.128,0.00244152
0.050505,0.129,0.00244152
0.050505,0.13,0.00244152
0.050505,0.131,0.00244152
0.050505,0.132,0.00244152
0.050505,0.133,0.00244152
0.050505,0.134,0.00244152
0.050505,0.135,0.00244152
0.050505,0.136,0.00244152
0.050505,0.137,0.00244152
0.050505,0.138,0.00244152
0.050505,0.139,0.00244152
0.050505,0.14,0.00244152
0.050505,0.141,0.00244152
0.050505,0.142,0.00244152
0.050505,0.143,0.00244152
0.050505,0.144,0.00244152
0.050505,0.145,0.00244152
0.050505,0.146,0.00244152
0.050505,0.147,0.00244152
0.050505,0.148,0.00244152
0.050505,0.149,0.00244152
0.050505,0.15,0.00244152
0.0606061,0.001,0.00244152
0.0606061,0.002,0.00244152
0.0606061,0.003,0.00244152
0.0606061,0.004,0.00244152
0.0606061,0.005,0.00244152
0.0606061,0.006,0.00244152
0.0606061,0.007,0.00244152
0.0606061,0.008,0.00244152
0.0606061,0.009,0.00244152
0.0606061,0.01,0.00244152
0.0606061,0.011,0.00244152
0.0606061,0.012,0.00244152
0.0606061,0.013,0.00244152
0.0606061,0.014,0.00244152
0.0606061,0.015,0.00244152
0.0606061,0.016,0.00244152
0.0606061,0.017,0.00244152
0.0606061,0.018,0.00244152
0.0606061,0.019,0.00244152
0.0606061,0.02,0.00244152
0.0606061,0.021,0.00244152
0.0606061,0.022,0.00244152
0.0606061,0.023,0.00244152
0.0606061,0.024,0.00244152
0.0606061,0.025,0.00244152
0.0606061,0.026,0.00244152
0.0606061,0.027,0.00244152
0.0606061,0.028,0.00244152
0.0606061,0.029,0.00244152
0.0606061,0.03,0.00244152
0.0606061,0.031,0.00244152
0.0606061,0.032,0.00244152
0.0606061,0.033,0.00244152
0.0606061,0.034,0.00244152
0.0606061,0.035,0.00244152
0.0606061,0.036,0.00244152
0.0606061,0.037,0.00244152
0.0606061,0.038,0.00244152
0.0606061,0.039,0.00244152
0.0606061,0.04,0.00244152
0.0606061,0.041,0.00244152
0.0606061,0.042,0.00244152
0.0606061,0.043,0.00244152
0.0606061,0.044,0.00244152
0.0606061,0.045,0.00244152
0.0606061,0.046,0.00244152
0.0606061,0.047,0.00244152
0.0606061,0.048,0.00244152
0.0606061,0.049,0.00244152
0.0606061,0.05,0.00244152
0.0606061,0.051,0.00244152
0.0606061,0.052,0.00244152
0.0606061,0.053,0.00244152
0.0606061,0.054,0.00244152
0.0606061,0.055,0.00244152
0.0606061,0.056,0.00244152
0.0606061,0.057,0.00244152
0.0606061,0.058,0.00244152
