x,t,value
0.343434,0.016,-3.5061e-32
0.343434,0.017,2.98498e-30
0.343434,0.018,-2.23737e-28
0.343434,0.019,1.48419e-26
0.343434,0.02,-8.74872e-25
0.343434,0.021,4.59637e-23
0.343434,0.022,-2.15686e-21
0.343434,0.023,9.05186e-20
0.343434,0.024,-3.39933e-18
0.343434,0.025,1.14206e-16
0.343434,0.026,-3.42904e-15
0.343434,0.027,9.18391e-14
0.343434,0.028,-2.18779e-12
0.343434,0.029,4.61705e-11
0.343434,0.03,-8.58541e-10
0.343434,0.031,1.39665e-08
0.343434,0.032,-1.96897e-07
0.343434,0.033,2.37535e-06
0.343434,0.034,-2.41024e-05
0.343434,0.035,0.000200761
0.343434,0.036,-0.00132149
0.343434,0.037,0.00651081
0.343434,0.038,-0.0202562
0.343434,0.039,0.0322247
0.343434,0.04,0.0462305
0.343434,0.041,-0.0690253
0.343434,0.042,-0.137289
0.343434,0.043,0.157236
0.343434,0.044,-0.39777
0.343434,0.045,-0.0972343
0.343434,0.046,-0.0270122
0.343434,0.047,-0.00666362
0.343434,0.048,-0.00140858
0.343434,0.049,-0.000254869
0.343434,0.05,-3.95775e-05
0.343434,0.051,-6.31809e-06
0.343434,0.052,8.22544e-06
0.343434,0.053,-6.55055e-05
0.343434,0.054,0.000412464
0.343434,0.055,-0.00214756
0.343434,0.056,0.00896275
0.343434,0.057,-0.0286132
0.343434,0.058,0.0633432
0.343434,0.059,-0.0689095
0.343434,0.06,-0.00726056
0.343434,0.061,0.123824
0.343434,0.062,0.0692698
0.343434,0.063,-0.180598
0.343434,0.064,0.455942
0.343434,0.065,0.131714
0.343434,0.066,0.0423576
0.343434,0.067,0.0140699
0.343434,0.068,0.00406776
0.343434,0.069,0.00100766
0.343434,0.07,0.000214959
0.343434,0.071,3.98117e-05
0.343434,0.072,6.44961e-06
0.343434,0.073,9.19612e-07
0.343434,0.074,1.15967e-07
0.343434,0.075,1.29815e-08
0.343434,0.076,1.29344e-09
0.343434,0.077,1.14917e-10
0.343434,0.078,9.11371e-12
0.343434,0.079,6.45405e-13
0.343434,0.08,4.07988e-14
0.343434,0.081,2.29977e-15
0.343434,0.082,1.15385e-16
0.343434,0.083,5.13898e-18
0.343434,0.084,2.0242e-19
0.343434,0.085,7.01683e-21
0.343434,0.086,2.1269e-22
0.343434,0.087,5.59045e-24
0.343434,0.088,1.26044e-25
0.343434,0.089,2.40294e-27
0.343434,0.09,3.7994e-29
0.343434,0.091,4.84961e-31
0.343434,0.092,4.8023e-33
0.343434,0.093,3.46204e-35
0.343434,0.094,1.61654e-37
0.343434,0.095,3.66964e-40
0.343434,0.096,0
0.343434,0.097,0
0.343434,0.098,0
0.343434,0.099,0
0.343434,0.1,0
0.353535,0.001,0
0.353535,0.002,0
0.353535,0.003,0
0.353535,0.004,0
0.353535,0.005,0
0.353535,0.006,0
0.353535,0.007,0
0.353535,0.008,0
0.353535,0.009,0
0.353535,0.01,-2.66247e-44
0.353535,0.011,4.84989e-42
0.353535,0.012,-7.76986e-40
0.353535,0.013,1.05347e-37
0.353535,0.014,-1.22631e-35
0.353535,0.015,1.23934e-33
0.353535,0.016,-1.09692e-31
0.353535,0.017,8.56088e-30
0.353535,0.018,-5.92316e-28
0.353535,0.019,3.64839e-26
0.353535,0.02,-2.00702e-24
0.353535,0.021,9.8837e-23
0.353535,0.022,-4.36402e-21
0.353535,0.023,1.72909e-19
0.353535,0.024,-6.14852e-18
0.353535,0.025,1.96107e-16
0.353535,0.026,-5.60278e-15
0.353535,0.027,1.43073e-13
0.353535,0.028,-3.25538e-12
0.353535,0.029,6.57187e-11
0.353535,0.03,-1.17051e-09
0.353535,0.031,1.82582e-08
0.353535,0.032,-2.47016e-07
0.353535,0.033,2.86137e-06
0.353535,0.034,-2.78845e-05
0.353535,0.035,0.000223008
0.353535,0.036,-0.0014076
0.353535,0.037,0.00663158
0.353535,0.038,-0.0195237
0.353535,0.039,0.0280269
0.353535,0.04,0.0496366
0.353535,0.041,-0.0591131
0.353535,0.042,-0.140567
0.353535,0.043,0.118861
0.353535,0.044,-0.441067
0.353535,0.045,-0.110492
0.353535,0.046,-0.0314626
0.353535,0.047,-0.00801295
0.353535,0.048,-0.00175488
0.353535,0.049,-0.000329614
0.353535,0.05,-5.32269e-05
0.353535,0.051,-8.82149e-06
0.353535,0.052,1.06096e-05
0.353535,0.053,-8.18968e-05
0.353535,0.054,0.000495672
0.353535,0.055,-0.00248158
0.353535,0.056,0.00994945
0.353535,0.057,-0.0304263
0.353535,0.058,0.0641409
0.353535,0.059,-0.0631297
0.353535,0.06,-0.0168397
0.353535,0.061,0.118589
0.353535,0.062,0.080938
0.353535,0.063,-0.152977
0.353535,0.064,0.491805
0.353535,0.065,0.152224
0.353535,0.066,0.0478406
0.353535,0.067,0.0163031
0.353535,0.068,0.00487784
0.353535,0.069,0.00125462
0.353535,0.07,0.000278363
0.353535,0.071,5.36958e-05
0.353535,0.072,9.07363e-06
0.353535,0.073,1.35169e-06
0.353535,0.074,1.78405e-07
0.353535,0.075,2.09443e-08
0.353535,0.076,2.19337e-09
0.353535,0.077,2.05324e-10
0.353535,0.078,1.72037e-11
0.353535,0.079,1.29105e-12
0.353535,0.08,8.67757e-14
0.353535,0.081,5.22057e-15
0.353535,0.082,2.80757e-16
0.353535,0.083,1.34693e-17
0.353535,0.084,5.74774e-19
0.353535,0.085,2.17319e-20
0.353535,0.086,7.2432e-22
0.353535,0.087,2.11416e-23
0.353535,0.088,5.35842e-25
0.353535,0.089,1.16642e-26
0.353535,0.09,2.14942e-28
0.353535,0.091,3.28849e-30
0.353535,0.092,4.06554e-32
0.353535,0.093,3.9029e-34
0.353535,0.094,2.73004e-36
0.353535,0.095,1.23786e-38
0.353535,0.096,2.73085e-41
0.353535,0.097,0
0.353535,0.098,0
0.353535,0.099,0
0.353535,0.1,0
0.363636,0.001,0
0.363636,0.002,0
0.363636,0.003,0
0.363636,0.004,0
0.363636,0.005,0
0.363636,0.006,0
0.363636,0.007,0
0.363636,0.008,0
0.363636,0.009,1.4013e-45
0.363636,0.01,-1.49939e-43
0.363636,0.011,2.44905e-41
0.363636,0.012,-3.43397e-39
0.363636,0.013,4.13893e-37
0.363636,0.014,-4.33647e-35
0.363636,0.015,3.98436e-33
0.363636,0.016,-3.23271e-31
0.363636,0.017,2.32889e-29
0.363636,0.018,-1.49619e-27
0.363636,0.019,8.60073e-26
0.363636,0.02,-4.43502e-24
0.363636,0.021,2.05514e-22
0.363636,0.022,-8.5674e-21
0.363636,0.023,3.21449e-19
0.363636,0.024,-1.08528e-17
0.363636,0.025,3.29419e-16
0.363636,0.026,-8.9751e-15
0.363636,0.027,2.18958e-13
0.363636,0.028,-4.76717e-12
0.363636,0.029,9.22146e-11
0.363636,0.03,-1.5756e-09
0.363636,0.031,2.35994e-08
0.363636,0.032,-3.06803e-07
0.363636,0.033,3.4167e-06
0.363636,0.034,-3.20147e-05
0.363636,0.035,0.000246097
0.363636,0.036,-0.00149086
0.363636,0.037,0.00672081
0.363636,0.038,-0.0187203
0.363636,0.039,0.0239752
0.363636,0.04,0.0521684
0.363636,0.041,-0.0492319
0.363636,0.042,-0.140396
0.363636,0.043,0.0819966
0.363636,0.044,-0.483703
0.363636,0.045,-0.12541
0.363636,0.046,-0.0364331
0.363636,0.047,-0.00957054
0.363636,0.048,-0.00216895
0.363636,0.049,-0.000422418
0.363636,0.05,-7.08699e-05
0.363636,0.051,-1.2219e-05
0.363636,0.052,1.35899e-05
0.363636,0.053,-0.000101566
0.363636,0.054,0.000591159
0.363636,0.055,-0.00284886
0.363636,0.056,0.0109822
0.363636,0.057,-0.0321845
0.363636,0.058,0.0646064
0.363636,0.059,-0.0570356
0.363636,0.06,-0.0258245
0.363636,0.061,0.112523
0.363636,0.062,0.0910753
0.363636,0.063,-0.126608
0.363636,0.064,0.527134
0.363636,0.065,0.175542
0.363636,0.066,0.0537768
0.363636,0.067,0.0187771
0.363636,0.068,0.005804
0.363636,0.069,0.00154774
0.363636,0.07,0.000356657
0.363636,0.071,7.15508e-05
0.363636,0.072,1.25916e-05
0.363636,0.073,1.95633e-06
0.363636,0.074,2.69744e-07
0.363636,0.075,3.31415e-08
0.363636,0.076,3.63958e-09
0.363636,0.077,3.58078e-10
0.363636,0.078,3.16099e-11
0.363636,0.079,2.506e-12
0.363636,0.08,1.78478e-13
0.363636,0.081,1.14159e-14
0.363636,0.082,6.55193e-16
0.363636,0.083,3.36895e-17
0.363636,0.084,1.54847e-18
0.363636,0.085,6.34242e-20
0.363636,0.086,2.30559e-21
0.363636,0.087,7.3996e-23
0.363636,0.088,2.08264e-24
0.363636,0.089,5.0964e-26
0.363636,0.09,1.07236e-27
0.363636,0.091,1.91218e-29
0.363636,0.092,2.83374e-31
0.363636,0.093,3.39654e-33
0.363636,0.094,3.16399e-35
0.363636,0.095,2.1493e-37
0.363636,0.096,9.47129e-40
0.363636,0.097,2.03188e-42
0.363636,0.098,0
0.363636,0.099,0
0.363636,0.1,0
0.373737,0.001,0
0.373737,0.002,0
0.373737,0.003,0
0.373737,0.004,0
0.373737,0.005,0
0.373737,0.006,0
0.373737,0.007,0
0.373737,0.008,0
0.373737,0.009,4.2039e-45
0.373737,0.01,-7.69313e-43
0.373737,0.011,1.11141e-40
0.373737,0.012,-1.38538e-38
0.373737,0.013,1.5029e-36
0.373737,0.014,-1.43155e-34
0.373737,0.015,1.20574e-32
0.373737,0.016,-9.03031e-31
0.373737,0.017,6.04073e-29
0.373737,0.018,-3.62187e-27
0.373737,0.019,1.95165e-25
0.373737,0.02,-9.47007e-24
0.373737,0.021,4.14343e-22
0.373737,0.022,-1.6358e-20
0.373737,0.023,5.82781e-19
0.373737,0.024,-1.8727e-17
0.373737,0.025,5.42152e-16
0.373737,0.026,-1.41143e-14
0.373737,0.027,3.29565e-13
0.373737,0.028,-6.87738e-12
0.373737,0.029,1.27668e-10
0.373737,0.03,-2.09558e-09
0.373737,0.031,3.01792e-08
0.373737,0.032,-3.7748e-07
0.373737,0.033,4.04613e-06
0.373737,0.034,-3.64925e-05
0.373737,0.035,0.000269888
0.373737,0.036,-0.00157054
0.373737,0.037,0.0067783
0.373737,0.038,-0.0178558
0.373737,0.039,0.0200962
0.373737,0.04,0.0538679
0.373737,0.041,-0.0394807
0.373737,0.042,-0.137458
0.373737,0.043,0.0469046
0.373737,0.044,-0.525794
0.373737,0.045,-0.142764
0.373737,0.046,-0.0419698
0.373737,0.047,-0.0113571
0.373737,0.048,-0.00266063
0.373737,0.049,-0.00053668
0.373737,0.05,-9.34005e-05
0.373737,0.051,-1.66893e-05
0.373737,0.052,1.70469e-05
0.373737,0.053,-0.000124872
0.373737,0.054,0.000700116
0.373737,0.055,-0.00325036
0.373737,0.056,0.0120561
0.373737,0.057,-0.0338704
0.373737,0.058,0.0647308
0.373737,0.059,-0.0506903
0.373737,0.06,-0.0341429
0.373737,0.061,0.105712
0.373737,0.062,0.0997188
0.373737,0.063,-0.101531
0.373737,0.064,0.561829
0.373737,0.065,0.201493
0.373737,0.066,0.0601519
0.373737,0.067,0.0215018
0.373737,0.068,0.00685614
0.373737,0.069,0.00189287
0.373737,0.07,0.000452434
0.373737,0.071,9.42671e-05
0.373737,0.072,1.72508e-05
0.373737,0.073,2.79089e-06
0.373737,0.074,4.01304e-07
0.373737,0.075,5.15031e-08
0.373737,0.076,5.91893e-09
0.373737,0.077,6.10624e-10
0.373737,0.078,5.66487e-11
0.373737,0.079,4.73133e-12
0.373737,0.08,3.55956e-13
0.373737,0.081,2.41232e-14
0.373737,0.082,1.47185e-15
0.373737,0.083,8.07611e-17
0.373737,0.084,3.97825e-18
0.373737,0.085,1.75498e-19
0.373737,0.086,6.91084e-21
0.373737,0.087,2.41901e-22
0.373737,0.088,7.48606e-24
0.373737,0.089,2.03428e-25
0.373737,0.09,4.812e-27
0.373737,0.091,9.79806e-29
0.373737,0.092,1.6924e-30
0.373737,0.093,2.43172e-32
0.373737,0.094,2.82844e-34
0.373737,0.095,2.5589e-36
0.373737,0.096,1.68949e-38
0.373737,0.097,7.24135e-41
0.373737,0.098,1.5134e-43
0.373737,0.099,0
0.373737,0.1,0
0.383838,0.001,0
0.383838,0.002,0
0.383838,0.003,0
0.383838,0.004,0
0.383838,0.005,0
0.383838,0.006,0
0.383838,0.007,0
0.383838,0.008,0
0.383838,0.009,2.24208e-44
0.383838,0.01,-3.57611e-42
0.383838,0.011,4.60102e-40
0.383838,0.012,-5.16204e-38
0.383838,0.013,5.09107e-36
0.383838,0.014,-4.44538e-34
0.383838,0.015,3.45618e-32
0.383838,0.016,-2.40354e-30
0.383838,0.017,1.50055e-28
0.383838,0.018,-8.43377e-27
0.383838,0.019,4.27655e-25
0.383838,0.02,-1.9594e-23
0.383838,0.021,8.1192e-22
0.383838,0.022,-3.04386e-20
0.383838,0.023,1.03223e-18
0.383838,0.024,-3.164e-17
0.383838,0.025,8.75396e-16
0.383838,0.026,-2.18166e-14
0.383838,0.027,4.88378e-13
0.383838,0.028,-9.78339e-12
0.383838,0.029,1.74537e-10
0.383838,0.03,-2.75588e-09
0.383838,0.031,3.82074e-08
0.383838,0.032,-4.60321e-07
0.383838,0.033,4.75414e-06
0.383838,0.034,-4.13132e-05
0.383838,0.035,0.00029423
0.383838,0.036,-0.00164596
0.383838,0.037,0.00680416
0.383838,0.038,-0.0169398
0.383838,0.039,0.0164127
0.383838,0.04,0.0547891
0.383838,0.041,-0.0299647
0.383838,0.042,-0.132455
0.383838,0.043,0.0139221
0.383838,0.044,-0.567499
0.383838,0.045,-0.163637
0.383838,0.046,-0.0481413
0.383838,0.047,-0.0133947
0.383838,0.048,-0.00324053
0.383838,0.049,-0.000676215
0.383838,0.05,-0.000121891
0.383838,0.051,-2.25306e-05
0.383838,0.052,2.12193e-05
0.383838,0.053,-0.000152409
0.383838,0.054,0.000823498
0.383838,0.055,-0.00368649
0.383838,0.056,0.0131661
0.383838,0.057,-0.0354666
0.383838,0.058,0.0645084
0.383838,0.059,-0.0441571
0.383838,0.06,-0.04173
0.383838,0.061,0.098241
0.383838,0.062,0.106911
0.383838,0.063,-0.0777828
0.383838,0.064,0.595822
0.383838,0.065,0.229793
0.383838,0.066,0.066991
0.383838,0.067,0.024484
0.383838,0.068,0.00804398
0.383838,0.069,0.0022962
0.383838,0.07,0.000568563
0.383838,0.071,0.000122877
0.383838,0.072,2.33513e-05
0.383838,0.073,3.92804e-06
0.383838,0.074,5.88075e-07
0.383838,0.075,7.86999e-08
0.383838,0.076,9.4469e-09
0.383838,0.077,1.01982e-09
0.383838,0.078,9.92012e-11
0.383838,0.079,8.70671e-12
0.383838,0.08,6.9004e-13
0.383838,0.081,4.93961e-14
0.383838,0.082,3.19305e-15
0.383838,0.083,1.86244e-16
0.383838,0.084,9.78935e-18
0.383838,0.085,4.62794e-19
0.383838,0.086,1.96269e-20
0.383838,0.087,7.44169e-22
0.383838,0.088,2.51164e-23
0.383838,0.089,7.50449e-25
0.383838,0.09,1.97127e-26
0.383838,0.091,4.51239e-28
0.383838,0.092,8.90039e-30
0.383838,0.093,1.49063e-31
0.383838,0.094,2.07854e-33
0.383838,0.095,2.34814e-35
0.383838,0.096,2.0649e-37
0.383838,0.097,1.32611e-39
0.383838,0.098,5.53233e-42
0.383838,0.099,1.12104e-44
0.383838,0.1,0
0.393939,0.001,0
0.393939,0.002,0
0.393939,0.003,0
0.393939,0.004,0
0.393939,0.005,0
0.393939,0.006,0
0.393939,0.007,0
0.393939,0.008,-1.4013e-45
0.393939,0.009,1.13505e-43
0.393939,0.01,-1.51705e-41
0.393939,0.011,1.75806e-39
0.393939,0.012,-1.79319e-37
0.393939,0.013,1.6212e-35
0.393939,0.014,-1.30671e-33
0.393939,0.015,9.43351e-32
0.393939,0.016,-6.12273e-30
0.393939,0.017,3.58325e-28
0.393939,0.018,-1.89522e-26
0.393939,0.019,9.07452e-25
0.393939,0.02,-3.93781e-23
0.393939,0.021,1.54958e-21
0.393939,0.022,-5.53013e-20
0.393939,0.023,1.78906e-18
0.393939,0.024,-5.2415e-17
0.393939,0.025,1.38847e-15
0.393939,0.026,-3.31812e-14
0.393939,0.027,7.13213e-13
0.393939,0.028,-1.37348e-11
0.393939,0.029,2.35795e-10
0.393939,0.03,-3.58585e-09
0.393939,0.031,4.79138e-08
0.393939,0.032,-5.56633e-07
0.393939,0.033,5.54475e-06
0.393939,0.034,-4.64683e-05
0.393939,0.035,0.000318961
0.393939,0.036,-0.00171648
0.393939,0.037,0.00679882
0.393939,0.038,-0.0159816
0.393939,0.039,0.0129442
0.393939,0.04,0.0549964
0.393939,0.041,-0.0207816
0.393939,0.042,-0.126029
0.393939,0.043,-0.0165478
0.393939,0.044,0.391067
0.393939,0.045,-0.189166
0.393939,0.046,-0.0550421
0.393939,0.047,-0.0157075
0.393939,0.048,-0.00392002
0.393939,0.049,-0.000845373
0.393939,0.05,-0.000157654
0.393939,0.051,-3.00407e-05
0.393939,0.052,2.61068e-05
0.393939,0.053,-0.000184655
0.393939,0.054,0.000962377
0.393939,0.055,-0.00415754
0.393939,0.056,0.0143061
0.393939,0.057,-0.0369558
0.393939,0.058,0.0639369
0.393939,0.059,-0.0374985
0.393939,0.06,-0.0485296
0.393939,0.061,0.0901982
0.393939,0.062,0.112699
0.393939,0.063,-0.0553933
0.393939,0.064,-0.370937
0.393939,0.065,0.260089
0.393939,0.066,0.074404
0.393939,0.067,0.0277297
0.393939,0.068,0.00937685
0.393939,0.069,0.00276422
0.393939,0.07,0.000708202
0.393939,0.071,0.000158568
0.393939,0.072,3.12535e-05
0.393939,0.073,5.45885e-06
0.393939,0.074,8.49651e-07
0.393939,0.075,1.18377e-07
0.393939,0.076,1.4816e-08
0.393939,0.077,1.67047e-09
0.393939,0.078,1.70024e-10
0.393939,0.079,1.5646e-11
0.393939,0.08,1.30299e-12
0.393939,0.081,9.82519e-14
0.393939,0.082,6.70819e-15
0.393939,0.083,4.14511e-16
0.393939,0.084,2.31589e-17
0.393939,0.085,1.16817e-18
0.393939,0.086,5.30884e-20
0.393939,0.087,2.16773e-21
0.393939,0.088,7.92483e-23
0.393939,0.089,2.58234e-24
0.393939,0.09,7.45833e-26
0.393939,0.091,1.8959e-27
0.393939,0.092,4.2041e-29
0.393939,0.093,8.04056e-31
0.393939,0.094,1.3069e-32
0.393939,0.095,1.77005e-34
0.393939,0.096,1.94375e-36
0.393939,0.097,1.66272e-38
0.393939,0.098,1.03946e-40
0.393939,0.099,4.21791e-43
0.393939,0.1,0
0.40404,0.001,0
0.40404,0.002,0
0.40404,0.003,0
0.40404,0.004,0
0.40404,0.005,0
0.40404,0.006,0
0.40404,0.007,0
0.40404,0.008,-4.2039e-45
0.40404,0.009,4.9606e-43
0.40404,0.01,-5.9401e-41
0.40404,0.011,6.25893e-39
0.40404,0.012,-5.85213e-37
0.40404,0.013,4.88388e-35
0.40404,0.014,-3.65523e-33
0.40404,0.015,2.4628e-31
0.40404,0.016,-1.49844e-29
0.40404,0.017,8.2526e-28
0.40404,0.018,-4.1217e-26
0.40404,0.019,1.86921e-24
0.40404,0.02,-7.70334e-23
0.40404,0.021,2.88585e-21
0.40404,0.022,-9.82583e-20
0.40404,0.023,3.03861e-18
0.40404,0.024,-8.5246e-17
0.40404,0.025,2.1657e-15
0.40404,0.026,-4.9705e-14
0.40404,0.027,1.02732e-12
0.40404,0.028,-1.90438e-11
0.40404,0.029,3.15002e-10
0.40404,0.03,-4.61906e-09
0.40404,0.031,5.95486e-08
0.40404,0.032,-6.67747e-07
0.40404,0.033,6.42149e-06
0.40404,0.034,-5.19452e-05
0.40404,0.035,0.000343913
0.40404,0.036,-0.00178153
0.40404,0.037,0.00676299
0.40404,0.038,-0.0149906
0.40404,0.039,0.00970623
0.40404,0.04,0.0545603
0.40404,0.041,-0.0120148
0.40404,0.042,-0.118705
0.40404,0.043,-0.0440628
0.40404,0.044,0.349887
0.40404,0.045,-0.220022
0.40404,0.046,-0.0627804
0.40404,0.047,-0.0183228
0.40404,0.048,-0.00471139
0.40404,0.049,-0.0010491
0.40404,0.05,-0.000202239
0.40404,0.051,-3.96967e-05
0.40404,0.052,3.20673e-05
0.40404,0.053,-0.000222147
0.40404,0.054,0.00111783
0.40404,0.055,-0.00466347
0.40404,0.056,0.0154694
0.40404,0.057,-0.0383216
0.40404,0.058,0.0630172
0.40404,0.059,-0.0307757
0.40404,0.06,-0.0544944
0.40404,0.061,0.08167
0.40404,0.062,0.117135
0.40404,0.063,-0.0343883
0.40404,0.064,-0.338493
0.40404,0.065,0.291988
0.40404,0.066,0.0826115
0.40404,0.067,0.0312486
0.40404,0.068,0.0108636
0.40404,0.069,0.00330365
0.40404,0.07,0.000874797
0.40404,0.071,0.000202695
0.40404,0.072,4.13859e-05
0.40404,0.073,7.49622e-06
0.40404,0.074,1.21135e-06
0.40404,0.075,1.75444e-07
0.40404,0.076,2.28588e-08
0.40404,0.077,2.68709e-09
0.40404,0.078,2.8563e-10
0.40404,0.079,2.75011e-11
0.40404,0.08,2.40115e-12
0.40404,0.081,1.90245e-13
0.40404,0.082,1.36815e-14
0.40404,0.083,8.9287e-16
0.40404,0.084,5.28441e-17
0.40404,0.085,2.83315e-18
0.40404,0.086,1.3737e-19
0.40404,0.087,6.01044e-21
0.40404,0.088,2.36625e-22
0.40404,0.089,8.35162e-24
0.40404,0.09,2.63059e-25
0.40404,0.091,7.35238e-27
0.40404,0.092,1.81051e-28
0.40404,0.093,3.89295e-30
0.40404,0.094,7.22604e-32
0.40404,0.095,1.14085e-33
0.40404,0.096,1.50202e-35
0.40404,0.097,1.60457e-37
0.40404,0.098,1.33618e-39
0.40404,0.099,8.13594e-42
0.40404,0.1,3.08286e-44
0.414141,0.001,2.8026e-45
0.414141,0.002,0
0.414141,0.003,0
0.414141,0.004,0
0.414141,0.005,0
0.414141,0.006,0
0.414141,0.007,0
0.414141,0.008,-1.68156e-44
0.414141,0.009,1.99125e-42
0.414141,0.01,-2.16596e-40
0.414141,0.011,2.09214e-38
0.414141,0.012,-1.8057e-36
0.414141,0.013,1.39929e-34
0.414141,0.014,-9.77413e-33
0.414141,0.015,6.17354e-31
0.414141,0.016,-3.53484e-29
0.414141,0.017,1.83837e-27
0.414141,0.018,-8.69662e-26
0.414141,0.019,3.74575e-24
0.414141,0.02,-1.46967e-22
0.414141,0.021,5.25312e-21
0.414141,0.022,-1.70988e-19
0.414141,0.023,5.06392e-18
0.414141,0.024,-1.36266e-16
0.414141,0.025,3.32529e-15
0.414141,0.026,-7.34004e-14
0.414141,0.027,1.46069e-12
0.414141,0.028,-2.60967e-11
0.414141,0.029,4.16381e-10
0.414141,0.03,-5.89361e-09
0.414141,0.031,7.33812e-08
0.414141,0.032,-7.95001e-07
0.414141,0.033,7.38728e-06
0.414141,0.034,-5.77275e-05
0.414141,0.035,0.000368911
0.414141,0.036,-0.00184058
0.414141,0.037,0.00669768
0.414141,0.038,-0.0139756
0.414141,0.039,0.00671041
0.414141,0.04,0.0535543
0.414141,0.041,-0.00373139
0.414141,0.042,-0.110854
0.414141,0.043,-0.0681882
0.414141,0.044,0.309051
0.414141,0.045,-0.255876
0.414141,0.046,-0.0714472
0.414141,0.047,-0.0212715
0.414141,0.048,-0.00562799
0.414141,0.049,-0.00129282
0.414141,0.05,-0.000257373
0.414141,0.051,-5.20349e-05
0.414141,0.052,3.89814e-05
0.414141,0.053,-0.000265479
0.414141,0.054,0.00129092
0.414141,0.055,-0.00520378
0.414141,0.056,0.0166488
0.414141,0.057,-0.0395484
0.414141,0.058,0.061753
0.414141,0.059,-0.0240477
0.414141,0.06,-0.0595872
0.414141,0.061,0.0727432
0.414141,0.062,0.120274
0.414141,0.063,-0.0147875
0.414141,0.064,-0.306889
0.414141,0.065,0.325091
0.414141,0.066,0.0919388
0.414141,0.067,0.0350577
0.414141,0.068,0.0125127
0.414141,0.069,0.00392137
0.414141,0.07,0.00107208
0.414141,0.071,0.000256788
0.414141,0.072,5.42541e-05
0.414141,0.073,1.01788e-05
0.414141,0.074,1.70554e-06
0.414141,0.075,2.56436e-07
0.414141,0.076,3.47296e-08
0.414141,0.077,4.24962e-09
0.414141,0.078,4.7094e-10
0.414141,0.079,4.7352e-11
0.414141,0.08,4.32553e-12
0.414141,0.081,3.59288e-13
0.414141,0.082,2.71477e-14
0.414141,0.083,1.86603e-15
0.414141,0.084,1.16634e-16
0.414141,0.085,6.62369e-18
0.414141,0.086,3.41338e-19
0.414141,0.087,1.59333e-20
0.414141,0.088,6.72125e-22
0.414141,0.089,2.55456e-23
0.414141,0.09,8.71513e-25
0.414141,0.091,2.65643e-26
0.414141,0.092,7.19241e-28
0.414141,0.093,1.7174e-29
0.414141,0.094,3.58398e-31
0.414141,0.095,6.46203e-33
0.414141,0.096,9.91791e-35
0.414141,0.097,1.27032e-36
0.414141,0.098,1.32112e-38
0.414141,0.099,1.0717e-40
0.414141,0.1,6.34788e-43
0.424242,0.001,5.04467e-44
0.424242,0.002,0
0.424242,0.003,0
0.424242,0.004,0
0.424242,0.005,0
0.424242,0.006,0
0.424242,0.007,1.4013e-45
0.424242,0.008,-6.72623e-44
0.424242,0.009,7.43529e-42
0.424242,0.01,-7.4114e-40
0.424242,0.011,6.60821e-38
0.424242,0.012,-5.29601e-36
0.424242,0.013,3.8303e-34
0.424242,0.014,-2.50813e-32
0.424242,0.015,1.49086e-30
0.424242,0.016,-8.06108e-29
0.424242,0.017,3.97098e-27
0.424242,0.018,-1.78417e-25
0.424242,0.019,7.31647e-24
0.424242,0.02,-2.73911e-22
0.424242,0.021,9.36035e-21
0.424242,0.022,-2.91807e-19
0.424242,0.023,8.29026e-18
0.424242,0.024,-2.14312e-16
0.424242,0.025,5.03071e-15
0.424242,0.026,-1.0694e-13
0.424242,0.027,2.05158e-12
0.424242,0.028,-3.53667e-11
0.424242,0.029,5.44893e-10
0.424242,0.03,-7.45227e-09
0.424242,0.031,8.96993e-08
0.424242,0.032,-9.39721e-07
0.424242,0.033,8.4444e-06
0.424242,0.034,-6.37948e-05
0.424242,0.035,0.000393777
0.424242,0.036,-0.00189318
0.424242,0.037,0.00660411
0.424242,0.038,-0.0129452
0.424242,0.039,0.00396445
0.424242,0.04,0.0520523
0.424242,0.041,0.00401503
0.424242,0.042,-0.102703
0.424242,0.043,-0.0885562
0.424242,0.044,0.268732
0.424242,0.045,-0.2954
0.424242,0.046,-0.0810829
0.424242,0.047,-0.0245866
0.424242,0.048,-0.00668424
0.424242,0.049,-0.00158244
0.424242,0.05,-0.000325024
0.424242,0.051,-6.76513e-05
0.424242,0.052,4.69685e-05
0.424242,0.053,-0.000315309
0.424242,0.054,0.00148237
0.424242,0.055,-0.00577766
0.424242,0.056,0.0178366
0.424242,0.057,-0.0406213
0.424242,0.058,0.0601513
0.424242,0.059,-0.017371
0.424242,0.06,-0.0637815
0.424242,0.061,0.0635043
0.424242,0.062,0.122175
0.424242,0.063,0.00339568
0.424242,0.064,-0.276171
0.424242,0.065,0.359016
0.424242,0.066,0.102776
0.424242,0.067,0.0391833
0.424242,0.068,0.0143329
0.424242,0.069,0.00462439
0.424242,0.07,0.00130405
0.424242,0.071,0.000322568
0.424242,0.072,7.04491e-05
0.424242,0.073,1.36753e-05
0.424242,0.074,2.37315e-06
0.424242,0.075,3.69943e-07
0.424242,0.076,5.20078e-08
0.424242,0.077,6.61447e-09
0.424242,0.078,7.62968e-10
0.424242,0.079,7.99742e-11
0.424242,0.08,7.62883e-12
0.424242,0.081,6.62935e-13
0.424242,0.082,5.25108e-14
0.424242,0.083,3.79213e-15
0.424242,0.084,2.49631e-16
0.424242,0.085,1.49709e-17
0.424242,0.086,8.17166e-19
0.424242,0.087,4.05388e-20
